word_lower	word_cap	alt_caps	examples	source	status	notes
missouri	Missouri		Spondyloepimetaphyseal dysplasia, Missouri type	OMIM	cap	
mitchell	Mitchell		Mitchell-Riley syndrome; Mitchell syndrome	OMIM	cap	
mitochondrial	Mitochondrial		Mitochondrial complex II deficiency, nuclear type 4; Mitochondrial complex III deficiency, nuclear type 11; Mitochondrial complex I deficiency, nuclear type 6	OMIM	lower	
mitral	Mitral		Mitral valve prolapse 2; Mitral valve prolapse 3; Mitral valve prolapse, myxomatous 1	OMIM	lower	
miura	Miura		Epiphyseal chondrodysplasia, Miura type	OMIM	cap	
miyake	Miyake		Li-Takada-Miyake syndrome	OMIM	cap	
miyoshi	Miyoshi		Miyoshi muscular dystrophy 1; Miyoshi muscular dystrophy 2; Miyoshi muscular dystrophy 3	OMIM	cap	
mngie	MNGIE		Mitochondrial DNA depletion syndrome 8B (MNGIE type); Mitochondrial DNA depletion syndrome 4B (MNGIE type); Mitochondrial DNA depletion syndrome 20 (MNGIE type)	OMIM	cap	
moebius	Moebius		Moebius syndrome	OMIM	cap	
mohr	Mohr		Mohr-Tranebjaerg syndrome	OMIM	cap	
molybdenum	Molybdenum		Molybdenum cofactor deficiency B1; Molybdenum cofactor deficiency A; Molybdenum cofactor deficiency C	OMIM	lower	
monilethrix	Monilethrix		Monilethrix 1; Monilethrix 2; Monilethrix 3	OMIM	lower	
monocarboxylate	Monocarboxylate		Monocarboxylate transporter 1 deficiency	OMIM	lower	
mononeuropathy	Mononeuropathy		Mononeuropathy of the median nerve, mild	OMIM	lower	
monosomy	Monosomy		Monosomy 7 myelodysplasia and leukemia syndrome 2; Monosomy 7 myelodysplasia and leukemia syndrome 1	OMIM	lower	
moon	Moon		Laurence-Moon syndrome	OMIM	cap	
morbid	Morbid		Morbid obesity and spermatogenic failure	OMIM	lower	
morimoto	Morimoto		Morimoto-Ryu-Malicdan neuromuscular syndrome	OMIM	cap	
morquio	Morquio		Mucopolysaccharidosis type IVB (Morquio)	OMIM	cap	
mortier	Mortier		Boudin-Mortier syndrome	OMIM	cap	
mosaic	Mosaic		Mosaic variegated aneuploidy syndrome 3; Mosaic variegated aneuploidy syndrome 7 with inflammation...; Mosaic variegated aneuploidy syndrome 2	OMIM	lower	
mowat	Mowat		Galloway-Mowat syndrome 10; Galloway-Mowat syndrome 8; Galloway-Mowat syndrome 5	OMIM	cap	
moyamoya	Moyamoya		Moyamoya disease; Moyamoya 6 with achalasia; Moyamoya disease 8	OMIM	cap	
muckle	Muckle		Muckle-Wells syndrome	OMIM	cap	
mucoepithelial	Mucoepithelial		Mucoepithelial dysplasia, hereditary	OMIM	lower	
mucolipidosis	Mucolipidosis		Mucolipidosis III alpha/beta; Mucolipidosis II alpha/beta; Mucolipidosis III gamma	OMIM	lower	
mucopolysaccharidosis	Mucopolysaccharidosis		Mucopolysaccharidosis type IVB (Morquio); Mucopolysaccharidosis type IX; Mucopolysaccharidosis Is	OMIM	lower	
muenke	Muenke		Muenke syndrome	OMIM	cap	
muggenthaler	Muggenthaler		Muggenthaler-Chowdhury-Chioza syndrome	OMIM	cap	
muir	Muir		Muir-Torre syndrome	OMIM	cap	
mulchandani	Mulchandani		Mulchandani-Bhoj-Conlin syndrome	OMIM	cap	
mulibrey	Mulibrey		Mulibrey nanism	OMIM	cap	
mullegama	Mullegama		Mullegama-Klein-Martinez syndrome	OMIM	cap	
mullerian	Mullerian		Mullerian aplasia and hyperandrogenism; Persistent Mullerian duct syndrome, type II; Persistent Mullerian duct syndrome, type I	OMIM	cap	
multicentric	Multicentric		Multicentric osteolysis, nodulosis, and arthropathy; Multicentric carpotarsal osteolysis syndrome	OMIM	lower	
multinucleated	Multinucleated		Multinucleated neurons, anhydramnios, renal dysplasia, ce...	OMIM	lower	
multiple	Multiple		Multiple sclerosis, susceptibility to, 4; Multiple mitochondrial dysfunctions syndrome 3; Multiple mitochondrial dysfunctions syndrome 1	OMIM	lower	
mungan	Mungan		Mungan syndrome	OMIM	cap	
munk	Munk		Haim-Munk syndrome	OMIM	cap	
muscle	Muscle		Muscle hypertrophy; Muscle strength quantitative trait locus 1; Muscle glycogenosis	OMIM	lower	
muscular	Muscular		Muscular dystrophy-dystroglycanopathy (limb-girdle), type...; Muscular dystrophy-dystroglycanopathy (congenital with im...; Muscular dystrophy-dystroglycanopathy (congenital with br...	OMIM	lower	
musical	Musical		Musical aptitude QTL 1	OMIM	lower	
myasthenia	Myasthenia		Myasthenia, congenital, 12, with tubular aggregates; Myasthenia gravis with thymus hyperplasia	OMIM	lower	
myasthenic	Myasthenic		Myasthenic syndrome, congenital, 8, with pre- and postsyn...; Myasthenic syndrome, congenital, 15, without tubular aggr...; Myasthenic syndrome, congenital, 7A, presynaptic, and dis...	OMIM	lower	
mycobacterium	Mycobacterium		Mycobacterium tuberculosis, susceptibility to infection by; Mycobacterium tuberculosis, susceptibility to; Mycobacterium tuberculosis, protection against	OMIM	lower	
myelodysplastic	Myelodysplastic		Myelodysplastic syndrome, somatic; Myelodysplastic syndrome, susceptibility to	OMIM	lower	
myelofibrosis	Myelofibrosis		Myelofibrosis with myeloid metaplasia, somatic; Myelofibrosis, congenital, with anemia, neutropenia, deve...; Myelofibrosis, somatic	OMIM	lower	
myeloperoxidase	Myeloperoxidase		Myeloperoxidase deficiency	OMIM	lower	
myeloproliferative	Myeloproliferative		Myeloproliferative disorder, chronic, with eosinophilia; Myeloproliferative/lymphoproliferative neoplasms, familia...; Myeloproliferative disorder	OMIM	lower	
myhre	Myhre		Myhre syndrome	OMIM	cap	
myocardial	Myocardial		Myocardial infarction, susceptibility to; Myocardial infarction, protection against; Myocardial infarction, susceptibility to, 2	OMIM	lower	
myoclonic	Myoclonic		Myoclonic-atonic epilepsy; Myoclonic epilepsy, juvenile, 4; Myoclonic epilepsy of Lafora 2	OMIM	lower	
myoclonus	Myoclonus		Myoclonus, familial, 2; Myoclonus, intractable, neonatal; Myoclonus, familial, 1	OMIM	lower	
myoectodermal	Myoectodermal		Myoectodermal gonadal dysgenesis syndrome	OMIM	lower	
myofibrillar	Myofibrillar		Myofibrillar myopathy 10; Myofibrillar myopathy 11	OMIM	lower	
myofibromatosis	Myofibromatosis		Myofibromatosis, infantile, 1; Myofibromatosis, infantile 2	OMIM	lower	
myoglobinuria	Myoglobinuria		Myoglobinuria, acute recurrent, autosomal recessive	OMIM	lower	
myopathy	Myopathy		Myopathy, epilepsy, and progressive cerebral atrophy; Myopathy due to myoadenylate deaminase deficiency; Myopathy, mitochondrial, and ataxia	OMIM	lower	
myopia	Myopia		Myopia 14; Myopia 21, autosomal dominant; Myopia 28, autosomal recessive	OMIM	lower	
myosclerosis	Myosclerosis		Myosclerosis, congenital	OMIM	lower	
myotonia	Myotonia		Myotonia congenita, recessive; Myotonia congenita, dominant; Myotonia levior	OMIM	lower	
myotonic	Myotonic		Myotonic dystrophy 2; Myotonic dystrophy 1	OMIM	lower	
myxoid	Myxoid		Myxoid liposarcoma	OMIM	lower	
myxoma	Myxoma		Myxoma, intracardiac	OMIM	lower	
nabais	Nabais		Nabais Sa-de Vries syndrome, type 1; Nabais Sa-de Vries syndrome, type 2	OMIM	cap	
nablus	Nablus		Nablus mask-like facial syndrome	OMIM	cap	
naegeli	Naegeli		Naegeli-Franceschetti-Jadassohn syndrome	OMIM	cap	
nagashima	Nagashima		Palmoplantar keratoderma, Nagashima type	OMIM	cap	
nager	Nager		Acrofacial dysostosis 1, Nager type	OMIM	cap	
nail	Nail		Nail disorder, nonsyndromic congenital, 3, (leukonychia); Nail disorder, nonsyndromic congenital, 8; Nail disorder, nonsyndromic congenital, 1	OMIM	lower	
najjar	Najjar		Crigler-Najjar syndrome, type I; Crigler-Najjar syndrome, type II	OMIM	cap	
nance	Nance		Nance-Horan syndrome	OMIM	cap	
nanophthalmos	Nanophthalmos		Nanophthalmos 3; Nanophthalmos 1; Nanophthalmos 2	OMIM	lower	
narcolepsy	Narcolepsy		Narcolepsy 2; Narcolepsy 7; Narcolepsy 5	OMIM	lower	
nascimento	Nascimento		Intellectual developmental disorder, X-linked syndromic, ...	OMIM	cap	
nasopharyngeal	Nasopharyngeal		Nasopharyngeal carcinoma, susceptibility to, 3; Nasopharyngeal carcinoma 1; Nasopharyngeal carcinoma, susceptibility to, 2	OMIM	lower	
naxos	Naxos		Naxos disease	OMIM	cap	
naz	Naz		Rhizomelic dysplasia, Ain-Naz type; Dysostosis multiplex, Ain-Naz type	OMIM	cap	
needles	Needles		Melnick-Needles syndrome	OMIM	lower	common word, handle deviations with pattern
nemaline	Nemaline		Nemaline myopathy 2, autosomal recessive; Nemaline myopathy 9; Nemaline myopathy 8, autosomal recessive	OMIM	lower	
neonatal	Neonatal		Neonatal nephrocutaneous inflammatory syndrome	OMIM	lower	
nephrogenic	Nephrogenic		Nephrogenic syndrome of inappropriate antidiuresis	OMIM	lower	
nephrolithiasis	Nephrolithiasis		Nephrolithiasis, calcium oxalate, 1; Nephrolithiasis/osteoporosis, hypophosphatemic, 1; Nephrolithiasis, uric acid, susceptibility to	OMIM	lower	
nephronophthisis	Nephronophthisis		Nephronophthisis 4; Nephronophthisis-like nephropathy 2; Nephronophthisis 1, juvenile	OMIM	lower	
nephropathy	Nephropathy		Nephropathy-hypertension; Nephropathy due to CFHR5 deficiency; Nephropathy, progressive, with deafness	OMIM	lower	
nephrotic	Nephrotic		Nephrotic syndrome, type 23; Nephrotic syndrome, type 22; Nephrotic syndrome, type 2	OMIM	lower	
nescav	NESCAV		NESCAV syndrome	OMIM	cap	
nestor	Nestor		Nestor-Guillermo progeria syndrome	OMIM	cap	
netherton	Netherton		Netherton syndrome	OMIM	cap	
neu	Neu		Neu-Laxova syndrome 1; Hiatt-Neu-Cooper neurodevelopmental syndrome; Neu-Laxova syndrome 2	OMIM	cap	
neuhauser	Neuhauser		Boucher-Neuhauser syndrome	OMIM	cap	
neural	Neural		Neural tube defects, susceptibility to; Neural tube defects; Neural tube defects, folate-sensitive, susceptibility to	OMIM	lower	
neuroblastoma	Neuroblastoma		Neuroblastoma, susceptibility to, 1; Neuroblastoma, susceptibility to, 6; Neuroblastoma, susceptibility to, 3	OMIM	lower	
neurocardiofaciodigital	Neurocardiofaciodigital		Neurocardiofaciodigital syndrome	OMIM	lower	
neurocardiorenal	Neurocardiorenal		Neurocardiorenal malformation syndrome	OMIM	lower	
neurocutaneous	Neurocutaneous		Neurocutaneous melanosis, somatic	OMIM	lower	
neurodegeneration	Neurodegeneration		Neurodegeneration, childhood-onset, stress-induced, with ...; Neurodegeneration, childhood-onset, with progressive micr...; Neurodegeneration, childhood-onset, with multisystem invo...	OMIM	lower	
neurodegenerative	Neurodegenerative		Neurodegenerative disorder with cerebellar and caudate at...; Neurodegenerative disorder, X-linked, female-restricted, ...	OMIM	lower	
neurodevelopmental	Neurodevelopmental		Neurodevelopmental disorder with motor and language delay...; Neurodevelopmental disorder with or without anomalies of ...; Neurodevelopmental disorder with dysmorphic facies and sk...	OMIM	lower	
neurofacioskeletal	Neurofacioskeletal		Neurofacioskeletal syndrome with or without renal agenesis	OMIM	lower	
neurofibromatosis	Neurofibromatosis		Neurofibromatosis, familial spinal; Neurofibromatosis, type 1; Neurofibromatosis-Noonan syndrome	OMIM	lower	
neuromuscular	Neuromuscular		Neuromuscular disease and ocular or auditory anomalies wi...; Neuromuscular disorder, congenital, with dysmorphic facies	OMIM	lower	
neuromyotonia	Neuromyotonia		Neuromyotonia and axonal neuropathy, autosomal recessive	OMIM	lower	
neuronal	Neuronal		Neuronal intranuclear inclusion disease	OMIM	lower	
neuronopathy	Neuronopathy		Neuronopathy, distal hereditary motor, autosomal recessive 7; Neuronopathy, distal hereditary motor, autosomal recessive 4; Neuronopathy, distal hereditary motor, autosomal dominant 10	OMIM	lower	
neuroocular	Neuroocular		Neuroocular syndrome 2, paroxysmal type; Neuroocular syndrome	OMIM	lower	
neurooculocardiogenitourinary	Neurooculocardiogenitourinary		Neurooculocardiogenitourinary syndrome	OMIM	lower	
neurooculorenal	Neurooculorenal		Neurooculorenal syndrome	OMIM	lower	
neuropathy	Neuropathy		Neuropathy, hereditary sensory and autonomic, type V; Neuropathy, hereditary sensory and autonomic, type IID; Neuropathy, hereditary sensory, type IIC	OMIM	lower	
neutral	Neutral		Neutral lipid storage disease with myopathy	OMIM	lower	
neutropenia	Neutropenia		Neutropenia, severe congenital, 7, autosomal recessive; Neutropenia, nonimmune chronic idiopathic, of adults; Neutropenia, severe congenital 2, autosomal dominant	OMIM	lower	
neutrophilia	Neutrophilia		Neutrophilia, hereditary	OMIM	lower	
neutrophilic	Neutrophilic		Neutrophilic dermatosis, acute febrile	OMIM	lower	
nevus	Nevus		Nevus, epidermal, somatic mosaic; Nevus, epidermal, somatic; Nevus sebaceous or woolly hair nevus, somatic	OMIM	lower	
newfoundland	Newfoundland		Newfoundland rod-cone dystrophy	OMIM	cap	
nfkb	NFKB		B-cell expansion with NFKB and T-cell anergy	OMIM	cap	
nicolaides	Nicolaides		Nicolaides-Baraitser syndrome	OMIM	cap	
nielsen	Nielsen		Jervell and Lange-Nielsen syndrome; Jervell and Lange-Nielsen syndrome 2	OMIM	cap	
niemann	Niemann		Niemann-Pick disease, type B; Niemann-Pick disease, type A; Niemann-pick disease, type C2	OMIM	cap	
night	Night		Night blindness, congenital stationary, autosomal dominant 3; Night blindness, congenital stationary, type 1G; Night blindness, congenital stationary, autosomal dominant 1	OMIM	lower	
nijmegen	Nijmegen		Nijmegen breakage syndrome-like disorder; Nijmegen breakage syndrome	OMIM	cap	
nil	Nil		Nil-Deshwar neurodevelopmental syndrome	OMIM	cap	
nishimura	Nishimura		Gillessen-Kaesbach-Nishimura syndrome; Spondyloepiphyseal dysplasia, Nishimura type	OMIM	cap	
nivelon	Nivelon		Nivelon-Nivelon-Mabille syndrome	OMIM	cap	
nizon	Nizon		Nizon-Isidor syndrome	OMIM	cap	
nonaka	Nonaka		Nonaka myopathy	OMIM	cap	
nonarteritic	Nonarteritic		Nonarteritic anterior ischemic optic neuropathy, suscepti...	OMIM	lower	
noonan	Noonan		Noonan syndrome 6; Noonan syndrome 8; Noonan syndrome-like disorder with loose anagen hair 2	OMIM	cap	
norrie	Norrie		Norrie disease	OMIM	cap	
north	North		North American Indian childhood cirrhosis	OMIM	cap	
northern	Northern		Ceroid lipofuscinosis, neuronal, 8, Northern epilepsy var...	OMIM	lower	common word, handle deviations with pattern
novelli	Novelli		Dentici-Novelli neurodevelopmental syndrome	OMIM	cap	
nyhan	Nyhan		Lesch-Nyhan syndrome	OMIM	cap	
nystagmus	Nystagmus		Nystagmus 7, congenital, autosomal dominant; Nystagmus 8, congenital, autosomal recessive; Nystagmus 2, congenital, autosomal dominant	OMIM	lower	
obesity	Obesity		Obesity, mild, early-onset; Obesity, association with; Obesity, morbid, due to leptin receptor deficiency	OMIM	lower	
obsessive	Obsessive		Obsessive-compulsive disorder, susceptibility to; Obsessive-compulsive disorder	OMIM	lower	
occipital	Occipital		Occipital horn syndrome	OMIM	lower	
occult	Occult		Occult macular dystrophy	OMIM	lower	
ocular	Ocular		Ocular pterygium-digital keloid dysplasia syndrome; Ocular pigment dispersion with or without glaucoma; Ocular albinism with sensorineural deafness	OMIM	lower	
oculoauricular	Oculoauricular		Oculoauricular syndrome	OMIM	lower	
oculocutaneous	Oculocutaneous		Oculocutaneous albinism, type VIII	OMIM	lower	
oculodentodigital	Oculodentodigital		Oculodentodigital dysplasia; Oculodentodigital dysplasia, autosomal recessive	OMIM	lower	
oculoectodermal	Oculoectodermal		Oculoectodermal syndrome, somatic	OMIM	lower	
oculogastrointestinal	Oculogastrointestinal		Oculogastrointestinal neurodevelopmental syndrome	OMIM	lower	
oculomotor	Oculomotor		Oculomotor apraxia, congenital, Cogan-type; Oculomotor-abducens synkinesis	OMIM	lower	
oculopharyngeal	Oculopharyngeal		Oculopharyngeal muscular dystrophy 2; Oculopharyngeal myopathy with leukoencephalopathy 1; Oculopharyngeal muscular dystrophy	OMIM	lower	
oculopharyngodistal	Oculopharyngodistal		Oculopharyngodistal myopathy 5; Oculopharyngodistal myopathy 3; Oculopharyngodistal myopathy 1	OMIM	lower	
oculoskeletodental	Oculoskeletodental		Oculoskeletodental syndrome	OMIM	lower	
oculovertebral	Oculovertebral		Oculovertebral syndrome	OMIM	lower	
odontochondrodysplasia	Odontochondrodysplasia		Odontochondrodysplasia 2 with hearing loss and diabetes; Odontochondrodysplasia 1	OMIM	lower	
ogata	Ogata		Kagami-Ogata syndrome	OMIM	cap	
ogden	Ogden		Ogden syndrome	OMIM	cap	
ogna	Ogna		Epidermolysis bullosa simplex 5A, Ogna type	OMIM	cap	
oguchi	Oguchi		Oguchi disease-1; Oguchi disease-2	OMIM	cap	
ohdo	Ohdo		Ohdo syndrome, X-linked	OMIM	cap	
okinawa	Okinawa		Hereditary motor and sensory neuropathy, Okinawa type	OMIM	cap	
okt	OKT		OKT4 epitope deficiency	OMIM	cap	
okur	Okur		Chilton-Okur-Chung neurodevelopmental syndrome; Okur-Chung neurodevelopmental syndrome	OMIM	cap	
oligodontia	Oligodontia		Oligodontia-colorectal cancer syndrome	OMIM	lower	
oliver	Oliver		Adams-Oliver syndrome 4; Adams-Oliver syndrome 1; Adams-Oliver syndrome 3	OMIM	cap	
ollendorff	Ollendorff		Buschke-Ollendorff syndrome	OMIM	cap	
olmsted	Olmsted		Olmsted syndrome 2; Olmsted syndrome 1; Olmsted syndrome, X-linked	OMIM	cap	
olsen	Olsen		Long-Olsen-Distelmaier syndrome	OMIM	cap	
omenn	Omenn		Omenn syndrome	OMIM	cap	
omodysplasia	Omodysplasia		Omodysplasia 1; Omodysplasia 2	OMIM	lower	
omphalocele	Omphalocele		Omphalocele due to duplication of 1p31.3	OMIM	lower	
onychodystrophy	Onychodystrophy		Onychodystrophy, osteodystrophy, impaired intellectual de...	OMIM	lower	
oocyte	Oocyte		Oocyte/zygote/embryo maturation arrest 16; Oocyte/zygote/embryo maturation arrest 14; Oocyte/zygote/embryo maturation arrest 13	OMIM	lower	
ophthalmoplegia	Ophthalmoplegia		Ophthalmoplegia, external, with rib and vertebral anomalies	OMIM	lower	
opioid	Opioid		Opioid dependence, susceptibility to, 1	OMIM	lower	
opitz	Opitz		Smith-Lemli-Opitz syndrome; Bohring-Opitz syndrome; Opitz GBBB syndrome	OMIM	cap	
opsismodysplasia	Opsismodysplasia		Opsismodysplasia	OMIM	lower	
optic	Optic		Optic atrophy 16; Optic nerve hypoplasia and abnormalities of the central n...; Optic atrophy plus syndrome	OMIM	lower	
oram	Oram		Holt-Oram syndrome	OMIM	cap	
ornithine	Ornithine		Ornithine transcarbamylase deficiency	OMIM	lower	
orofacial	Orofacial		Orofacial cleft 13; Orofacial cleft 14; Orofacial cleft 6	OMIM	lower	
orofaciodigital	Orofaciodigital		Orofaciodigital syndrome XIX; Orofaciodigital syndrome V; Orofaciodigital syndrome XVIII	OMIM	lower	
orotic	Orotic		Orotic aciduria	OMIM	lower	
orthostatic	Orthostatic		Orthostatic hypotension 1, due to DBH deficiency; Orthostatic intolerance; Orthostatic hypotension 2	OMIM	lower	
osseous	Osseous		Osseous heteroplasia, progressive	OMIM	lower	
osteoarthritis	Osteoarthritis		Osteoarthritis susceptibility 2; Osteoarthritis susceptibility 1; Osteoarthritis susceptibility 4	OMIM	lower	
osteochondrodysplasia	Osteochondrodysplasia		Osteochondrodysplasia, complex lethal, Symoens-Barnes-Gis...; Osteochondrodysplasia, brachydactyly, and overlapping mal...	OMIM	lower	
osteofibrous	Osteofibrous		Osteofibrous dysplasia, susceptibility to	OMIM	lower	
osteogenesis	Osteogenesis		Osteogenesis imperfecta, type VIII; Osteogenesis imperfecta, type VII; Osteogenesis imperfecta, type XVII	OMIM	lower	
osteoglophonic	Osteoglophonic		Osteoglophonic dysplasia	OMIM	lower	
osteolysis	Osteolysis		Osteolysis, familial expansile	OMIM	lower	
osteootohepatoenteric	Osteootohepatoenteric		Osteootohepatoenteric syndrome	OMIM	lower	
osteopathia	Osteopathia		Osteopathia striata with cranial sclerosis	OMIM	lower	
osteopetrosis	Osteopetrosis		Osteopetrosis, autosomal recessive 5; Osteopetrosis, autosomal recessive 8; Osteopetrosis, autosomal recessive 9	OMIM	lower	
osteopoikilosis	Osteopoikilosis		Osteopoikilosis with or without melorheostosis	OMIM	lower	
osteoporosis	Osteoporosis		Osteoporosis, childhood- or juvenile-onset, with developm...; Osteoporosis, susceptibility to; Osteoporosis, postmenopausal, susceptibility	OMIM	lower	
osteosclerotic	Osteosclerotic		Osteosclerotic metaphyseal dysplasia	OMIM	lower	
otitis	Otitis		Otitis media, susceptibility to	OMIM	lower	
otodental	Otodental		Otodental dysplasia chromosome deletion syndrome	OMIM	lower	
otofacial	Otofacial		Otofacial neurodevelopmental syndrome	OMIM	lower	
otofaciocervical	Otofaciocervical		Otofaciocervical syndrome; Otofaciocervical syndrome 2 with T-cell deficiency	OMIM	lower	
otopalatodigital	Otopalatodigital		Otopalatodigital syndrome, type II; Otopalatodigital syndrome, type I	OMIM	lower	
otosclerosis	Otosclerosis		Otosclerosis 10; Otosclerosis 5; Otosclerosis 3	OMIM	lower	
otospondylomegaepiphyseal	Otospondylomegaepiphyseal		Otospondylomegaepiphyseal dysplasia, autosomal recessive; Otospondylomegaepiphyseal dysplasia, autosomal dominant	OMIM	lower	
